Product_Name,Brand,Category,Price_USD,Rating,Number_of_Reviews,Country_of_Origin,Black_owned
Super Contour,Shiseido,Cleanser,69.6,2.0,6159,France,True
Perfect Setting Spray,Milk Makeup,Setting Spray,69.32,2.8,3164,Japan,False
Magic Lip Liner,Hourglass,Blush,48.5,1.5,1841,Germany,False
Ultra Lipstick,Shiseido,Powder,23.14,2.8,8188,South Korea,True
Perfect Lip Liner,Perricone MD,Moisturizer,34.16,2.6,4262,Australia,False
Magic Powder,Anastasia Beverly Hills,Face Mask,27.88,4.9,405,Japan,False
Magic Face Mask,Perricone MD,Highlighter,39.65,4.9,3037,South Korea,False
Divine Bronzer,Kiehl’s,Serum,58.52,4.0,3600,Italy,True
Divine Mascara,Rare Beauty,Concealer,96.32,3.6,4840,South Korea,True
Perfect Powder,Shiseido,Eye Shadow,140.17,4.1,8534,Japan,True
Super BB Cream,Tarte,Serum,46.79,2.0,4915,Japan,False
Divine Primer,Ilia Beauty,Contour,117.99,2.7,7750,Germany,True
Ultra Bronzer,Juvia’s Place,BB Cream,62.19,2.2,4709,France,True
Ultra Serum,Drunk Elephant,Eyeliner,15.73,2.1,2588,UK,False
Perfect Lip Gloss,Make Up For Ever,Powder,122.04,4.4,6102,South Korea,True
Ultra Exfoliator,Clinique,Serum,101.54,3.9,4090,Japan,True
Ultra Highlighter,Rare Beauty,Serum,54.47,4.1,7762,USA,True
Super Lip Gloss,Morphe,Eye Shadow,90.59,2.1,3072,Germany,True
Magic Lip Liner,Glossier,Eyeliner,19.75,1.9,2204,Australia,True
Ultra Lip Gloss,Perricone MD,Primer,90.07,2.0,6692,USA,False
Divine Lip Gloss,Glossier,Foundation,141.58,2.6,2808,South Korea,True
Ultra Powder,Glossier,Primer,86.44,3.2,482,South Korea,True
Ultra Moisturizer,Sisley,Mascara,76.98,2.1,3845,UK,True
Magic Serum,Kiehl’s,Exfoliator,52.34,4.8,2624,Germany,True
Ultra Exfoliator,E.l.f.,Bronzer,101.92,2.7,5806,Italy,True
Super Primer,Farsali,Lipstick,42.45,2.3,3220,UK,True
Magic Face Oil,Kiehl’s,Lip Gloss,91.76,1.9,9538,USA,True
Ultra Moisturizer,Tatcha,Concealer,42.44,2.2,188,Germany,False
Ultra Makeup Remover,Fenty Beauty,Face Oil,44.44,3.7,9299,UK,True
Super Lip Liner,Fenty Beauty,Contour,101.02,1.7,5960,Germany,True
Ultra Eye Shadow,NARS,Contour,35.25,2.8,3633,Italy,True
Magic Moisturizer,Bobby Brown,CC Cream,131.42,3.5,7769,Australia,True
Divine Eye Shadow,Pat McGrath Labs,Lip Gloss,86.56,3.9,7676,USA,True
Super Makeup Remover,Pat McGrath Labs,Exfoliator,149.5,3.2,589,USA,True
Perfect Blush,Milk Makeup,Bronzer,106.4,4.1,3617,France,False
Ultra Primer,IT Cosmetics,Makeup Remover,117.81,4.5,3592,Germany,True
Divine Highlighter,Urban Decay,Face Oil,91.25,2.1,4179,UK,False
Magic Face Oil,KVD Beauty,Contour,89.57,2.6,855,Japan,True
Magic Primer,Charlotte Tilbury,Foundation,43.97,1.6,8745,UK,False
Divine CC Cream,ColourPop,Lip Liner,113.31,1.9,720,France,False
Ultra Powder,Danessa Myricks,Highlighter,120.97,2.1,2083,Germany,True
Divine Lip Gloss,Kylie Cosmetics,Exfoliator,147.22,2.4,4140,Italy,False
Divine Foundation,ColourPop,Serum,88.24,4.3,4870,Japan,False
Perfect Lip Liner,Juvia’s Place,Foundation,39.09,4.3,1289,South Korea,True
Divine Makeup Remover,IT Cosmetics,Cleanser,74.32,1.6,5220,South Korea,True
Magic Bronzer,Huda Beauty,Contour,11.7,4.3,53,Australia,True
Perfect Moisturizer,Perricone MD,Face Mask,46.3,1.5,246,Australia,False
Divine Highlighter,Kylie Cosmetics,Blush,70.3,1.5,6438,Japan,False
Magic Concealer,Laura Mercier,Lip Gloss,37.65,4.6,6612,USA,True
Perfect CC Cream,Patrick Ta,Face Oil,111.65,4.1,2611,Germany,True
Ultra Primer,ColourPop,Makeup Remover,44.4,2.0,8561,Australia,False
Ultra Exfoliator,Tarte,Makeup Remover,116.56,2.1,7136,USA,False
Ultra Exfoliator,KVD Beauty,Eyeliner,104.67,3.7,2996,USA,True
Perfect Powder,Make Up For Ever,Lip Gloss,57.29,1.9,2546,South Korea,True
Ultra Bronzer,Ilia Beauty,Lip Gloss,78.23,3.3,7866,Japan,True
Divine Lip Gloss,RMS Beauty,Foundation,61.37,3.4,9714,Germany,False
Perfect Cleanser,KVD Beauty,CC Cream,149.69,1.8,6432,USA,True
Perfect Makeup Remover,Perricone MD,Serum,35.88,4.2,8146,Japan,False
Ultra Face Mask,Bobby Brown,Makeup Remover,40.75,3.7,9001,USA,True
Perfect Highlighter,Bobby Brown,Setting Spray,93.57,1.1,4159,South Korea,True
Ultra Moisturizer,Bobby Brown,Contour,85.92,2.8,335,Italy,True
Magic CC Cream,Danessa Myricks,Serum,21.92,3.0,5070,France,True
Divine Eye Shadow,Charlotte Tilbury,Exfoliator,11.48,4.0,5097,Japan,False
Perfect Cleanser,Tarte,Moisturizer,66.69,2.3,9857,Japan,False
Super CC Cream,E.l.f.,Lipstick,17.88,2.2,1410,Japan,True
Super Exfoliator,Farsali,Face Oil,98.39,2.7,6942,Germany,True
Perfect Eye Shadow,ColourPop,Makeup Remover,100.78,1.1,433,Italy,False
Perfect Foundation,Too Faced,Mascara,38.04,2.2,5384,Italy,False
Magic Face Oil,Clinique,Moisturizer,54.57,2.0,4652,Japan,True
Ultra Lipstick,E.l.f.,Moisturizer,23.59,4.4,7026,Japan,True
Super Eyeliner,IT Cosmetics,Makeup Remover,120.57,1.6,3348,France,True
Super Face Mask,Tatcha,Powder,94.17,3.3,4812,UK,False
Magic Face Oil,Juvia’s Place,Foundation,76.55,2.7,203,South Korea,True
Super Lip Liner,RMS Beauty,Mascara,107.59,3.5,8323,USA,False
Divine Foundation,Rare Beauty,Cleanser,99.54,3.9,6021,France,True
Magic Setting Spray,Becca,Lip Gloss,64.11,4.2,944,Australia,True
Magic Lip Liner,KVD Beauty,CC Cream,128.74,2.1,7895,Japan,True
Divine Eye Shadow,Anastasia Beverly Hills,Face Mask,129.45,2.7,7746,Japan,False
Perfect Lip Liner,Bourjois,Highlighter,89.51,3.1,3626,UK,True
Divine Face Mask,Perricone MD,Blush,149.13,3.7,1337,Italy,False
Magic Bronzer,Fenty Beauty,Serum,44.89,4.7,7608,UK,True
Super Lip Liner,Yves Saint Laurent,Highlighter,65.25,1.8,6771,Australia,True
Magic Lip Liner,Danessa Myricks,Setting Spray,11.75,1.8,6184,Germany,True
Magic Blush,Ilia Beauty,Highlighter,137.76,2.6,4293,Italy,True
Perfect Cleanser,Kylie Cosmetics,BB Cream,127.45,2.2,7012,South Korea,False
Ultra Face Mask,Bourjois,Highlighter,43.48,4.8,8937,Germany,True
Ultra Contour,Rare Beauty,Moisturizer,63.16,1.7,4706,France,True
Ultra Foundation,E.l.f.,Makeup Remover,37.15,4.9,4604,Japan,True
Magic Lip Gloss,Ilia Beauty,Primer,71.13,3.8,2933,Germany,True
Divine CC Cream,IT Cosmetics,Moisturizer,73.42,4.8,8572,Italy,True
Ultra Lipstick,Glossier,Face Oil,22.67,2.5,8678,Australia,True
Divine Lip Gloss,Farsali,Serum,114.75,4.1,3822,Japan,True
Perfect Face Oil,Too Faced,Exfoliator,20.52,3.8,5221,France,False
Super Eye Shadow,Yves Saint Laurent,Mascara,76.08,3.8,8426,Australia,True
Ultra Lip Liner,RMS Beauty,Blush,56.77,5.0,8071,USA,False
Ultra Face Mask,Patrick Ta,Face Oil,112.23,4.9,3260,South Korea,True
Ultra Setting Spray,Tatcha,Foundation,96.66,2.6,7440,USA,False
Magic Eye Shadow,RMS Beauty,Serum,137.18,2.2,2899,Italy,False
Perfect Foundation,Too Faced,Lipstick,52.06,2.6,438,South Korea,False
Perfect Lip Gloss,Juvia’s Place,Highlighter,43.27,3.6,2242,Italy,True
Perfect Contour,RMS Beauty,Eyeliner,86.58,4.6,5899,Germany,False
Magic Lip Liner,Glossier,Primer,14.16,4.9,1354,Italy,True
Divine Powder,Shiseido,Lipstick,131.38,3.2,6550,Australia,True
Ultra Foundation,NARS,BB Cream,52.79,2.0,8352,Italy,True
Magic Makeup Remover,Milk Makeup,Concealer,119.83,1.0,9989,Italy,False
Divine Moisturizer,Anastasia Beverly Hills,Powder,127.5,1.8,5967,Australia,False
Super Primer,Juvia’s Place,Lipstick,122.55,4.0,8912,South Korea,True
Perfect Serum,Clinique,Serum,70.39,2.1,3712,USA,True
Magic Setting Spray,Danessa Myricks,BB Cream,116.98,2.1,9628,Australia,True
Divine Eyeliner,Yves Saint Laurent,Contour,38.17,1.9,7772,Australia,True
Divine Face Oil,Danessa Myricks,Blush,37.12,4.5,735,Italy,True
Magic Eyeliner,Clinique,Moisturizer,13.63,4.7,5472,France,True
Magic Face Oil,RMS Beauty,Bronzer,32.52,2.3,6955,UK,False
Perfect Primer,Kiehl’s,Lip Gloss,143.22,2.7,1202,USA,True
Divine Contour,Charlotte Tilbury,Face Oil,144.11,2.3,1511,France,False
Magic Lip Liner,Morphe,Primer,121.96,2.1,9911,Japan,True
Super Foundation,Bobby Brown,Contour,118.2,1.7,5828,Australia,True
Ultra Highlighter,Juvia’s Place,Powder,23.33,3.3,5442,Australia,True
Ultra CC Cream,Danessa Myricks,Face Mask,36.4,2.3,6836,Japan,True
Perfect Makeup Remover,NARS,Lipstick,102.37,2.1,1521,Germany,True
Super Eyeliner,Fenty Beauty,Face Oil,65.69,1.0,3594,France,True
Ultra Bronzer,Danessa Myricks,Moisturizer,26.74,4.7,4598,Germany,True
Magic Lip Gloss,ColourPop,Foundation,94.81,1.9,7645,Germany,False
Ultra Face Mask,E.l.f.,Cleanser,15.36,4.9,5936,UK,True
Ultra Blush,Pat McGrath Labs,Eye Shadow,49.92,3.8,941,Australia,True
Divine Face Mask,Danessa Myricks,Face Mask,140.34,4.7,3776,USA,True
Perfect Primer,Huda Beauty,Eyeliner,21.85,1.6,1091,Australia,True
Magic BB Cream,Kylie Cosmetics,Concealer,85.05,3.3,4691,Italy,False
Ultra Powder,Anastasia Beverly Hills,Lip Liner,145.4,1.1,9952,Japan,False
Ultra Face Mask,Bourjois,CC Cream,137.94,1.2,9831,USA,True
Super Bronzer,Fenty Beauty,Exfoliator,55.69,2.1,9665,South Korea,True
Ultra Makeup Remover,Bobby Brown,Powder,75.68,2.3,9380,South Korea,True
Ultra Lip Liner,Huda Beauty,Eyeliner,14.38,4.8,1719,Australia,True
Divine Lip Gloss,Fenty Beauty,CC Cream,144.17,1.1,2967,France,True
Ultra Lip Liner,Morphe,Exfoliator,47.96,2.3,1872,Japan,True
Super Cleanser,Juvia’s Place,Cleanser,47.97,5.0,4668,South Korea,True
Ultra Exfoliator,Danessa Myricks,CC Cream,11.87,2.9,542,UK,True
Ultra Contour,Perricone MD,Lip Liner,41.97,4.4,4635,Japan,False
Divine Cleanser,Clinique,Serum,64.45,1.8,8180,Japan,True
Magic BB Cream,RMS Beauty,Lip Liner,126.92,1.9,8286,France,False
Ultra CC Cream,Yves Saint Laurent,Contour,80.92,3.8,581,Italy,True
Magic Foundation,Pat McGrath Labs,Concealer,110.46,3.7,9869,UK,True
Divine Mascara,Ilia Beauty,Bronzer,146.41,2.5,1352,France,True
Ultra Lipstick,Tatcha,Face Oil,31.9,1.9,2674,Italy,False
Magic Blush,Morphe,Lip Liner,115.1,1.3,2410,USA,True
Divine Primer,Laura Mercier,Highlighter,101.6,1.6,7506,Germany,True
Ultra Highlighter,Kiehl’s,Lip Liner,51.65,3.4,9261,South Korea,True
Super Serum,Becca,Face Mask,88.08,1.8,3915,Italy,True
Magic Face Mask,Shiseido,Cleanser,104.45,2.7,8650,Germany,True
Super Blush,Make Up For Ever,Foundation,112.46,1.5,5259,Australia,True
Perfect Moisturizer,Patrick Ta,Lip Gloss,132.44,1.1,5449,Germany,True
Divine Setting Spray,Bourjois,BB Cream,73.47,3.2,2327,USA,True
Divine Eye Shadow,RMS Beauty,Powder,32.39,4.9,1497,UK,False
Super Cleanser,Hourglass,CC Cream,145.57,4.2,2799,UK,False
Ultra Mascara,Morphe,Lipstick,52.81,1.3,2842,Australia,True
Magic Primer,Natasha Denona,Serum,135.9,1.4,1065,USA,True
Ultra Bronzer,Natasha Denona,Face Oil,148.85,4.0,6245,Japan,True
Ultra CC Cream,Milk Makeup,CC Cream,106.85,4.9,6954,Japan,False
Divine Lipstick,Natasha Denona,Eyeliner,53.01,3.5,1851,USA,True
Magic Bronzer,Tatcha,Contour,49.34,3.0,7751,Australia,False
Divine Highlighter,Bite Beauty,Blush,120.48,4.1,8027,South Korea,False
Magic Eye Shadow,Pat McGrath Labs,Eye Shadow,87.75,4.2,4224,Japan,True
Magic Blush,Ilia Beauty,Setting Spray,73.43,4.4,8372,South Korea,True
Divine Setting Spray,Fenty Beauty,Concealer,88.92,1.8,4092,UK,True
Ultra Eyeliner,Sisley,Blush,29.12,3.7,1464,Japan,True
Perfect Makeup Remover,Huda Beauty,Lip Gloss,98.69,4.4,9090,South Korea,True
Perfect Bronzer,Bourjois,Lipstick,146.38,1.5,3836,Australia,True
Ultra Lip Liner,Ilia Beauty,Exfoliator,26.88,2.0,8827,Germany,True
Magic Lipstick,Bobby Brown,BB Cream,139.42,4.2,8166,UK,True
Magic Blush,Charlotte Tilbury,Lip Liner,109.39,3.2,5645,South Korea,False
Magic Foundation,Drunk Elephant,Serum,25.07,3.0,455,Italy,False
Magic Concealer,Morphe,Highlighter,12.36,1.2,3746,Australia,True
Super Blush,Fenty Beauty,Lip Liner,46.34,3.3,4445,Germany,True
Perfect Setting Spray,Shiseido,Highlighter,103.29,3.9,5534,USA,True
Perfect Lip Liner,Drunk Elephant,Bronzer,126.64,4.2,3758,Australia,False
Super Setting Spray,Too Faced,Mascara,10.86,1.0,5259,Australia,False
Ultra Mascara,Huda Beauty,Face Oil,117.45,3.6,7839,Italy,True
Perfect Powder,Juvia’s Place,Primer,119.82,2.0,8105,UK,True
Divine Eye Shadow,NARS,Face Oil,11.63,3.9,5977,Australia,True
Super Concealer,Ilia Beauty,Powder,96.68,1.2,7464,UK,True
Super Serum,RMS Beauty,Mascara,67.13,4.4,4858,Australia,False
Ultra Foundation,NARS,Exfoliator,100.41,3.9,157,Germany,True
Super Face Mask,Patrick Ta,Powder,61.0,2.8,1969,UK,True
Perfect Moisturizer,Natasha Denona,Serum,14.12,2.9,2284,France,True
Super Lip Gloss,E.l.f.,Cleanser,91.13,3.5,8928,Germany,True
Super Foundation,Danessa Myricks,Contour,122.52,1.0,6847,UK,True
Perfect Lip Gloss,Charlotte Tilbury,Powder,71.15,4.7,1878,Italy,False
Ultra Bronzer,Morphe,CC Cream,68.88,3.2,7917,Italy,True
Super Powder,Patrick Ta,Foundation,75.22,2.0,2685,Germany,True
Perfect Blush,E.l.f.,Setting Spray,101.69,2.1,4217,UK,True
Magic Eyeliner,Farsali,Eyeliner,80.85,1.7,288,Germany,True
Perfect Concealer,Juvia’s Place,Lipstick,138.1,3.5,7598,USA,True
Magic Highlighter,Drunk Elephant,Cleanser,121.27,3.9,8849,Germany,False
Ultra Foundation,Farsali,Face Oil,124.5,4.8,4375,South Korea,True
Perfect Makeup Remover,Morphe,Cleanser,24.17,2.0,8272,Germany,True
Magic BB Cream,Urban Decay,Highlighter,41.74,4.8,9983,Italy,False
Perfect Powder,Clinique,Lip Liner,38.81,1.5,6724,France,True
Magic Lipstick,Morphe,Concealer,46.93,3.2,7591,South Korea,True
Magic Foundation,Huda Beauty,Concealer,13.1,3.2,1215,Germany,True
Magic Exfoliator,Farsali,CC Cream,128.82,1.6,5959,USA,True
Divine Eye Shadow,Ilia Beauty,BB Cream,87.93,1.6,9208,Australia,True
Magic Eyeliner,Natasha Denona,Blush,71.9,1.9,136,UK,True
Ultra Concealer,Shiseido,BB Cream,109.16,1.6,197,Germany,True
Magic Bronzer,Glossier,Blush,148.1,1.7,8095,Australia,True
Super Mascara,Perricone MD,Cleanser,26.54,4.5,129,South Korea,False
Super Moisturizer,Morphe,Eye Shadow,63.37,3.1,9342,Italy,True
Super Contour,Tarte,BB Cream,54.58,1.1,9600,Italy,False
Ultra Makeup Remover,Sisley,Makeup Remover,120.32,2.5,6765,South Korea,True
Super Contour,Perricone MD,Lip Gloss,70.44,2.8,3290,Japan,False
Super Concealer,E.l.f.,CC Cream,124.79,4.7,9116,France,True
Divine Setting Spray,RMS Beauty,Setting Spray,65.96,5.0,9330,UK,False
Ultra Serum,Fenty Beauty,Moisturizer,125.62,3.5,6808,South Korea,True
Magic Lipstick,Hourglass,Lip Liner,66.95,1.6,9873,Germany,False
Divine Makeup Remover,Morphe,Mascara,83.67,4.0,6855,Germany,True
Divine Exfoliator,Hourglass,BB Cream,99.99,4.3,7493,Australia,False
Ultra Moisturizer,Farsali,Mascara,87.1,3.3,4243,France,True
Super Foundation,Sisley,Lip Gloss,94.08,3.5,2291,Australia,True
Super Concealer,Charlotte Tilbury,Lip Gloss,88.08,1.5,9728,USA,False
Divine Lip Liner,NARS,Concealer,110.76,3.5,6463,France,True
Divine Eye Shadow,Bourjois,Makeup Remover,33.2,1.8,4587,Italy,True
Ultra Setting Spray,Pat McGrath Labs,Eye Shadow,142.02,2.1,2805,Germany,True
Divine Moisturizer,Bite Beauty,BB Cream,57.04,2.3,669,South Korea,False
Super Highlighter,Rare Beauty,Cleanser,31.97,1.7,1758,Australia,True
Magic Face Oil,Clinique,Highlighter,52.05,2.6,8818,Italy,True
Perfect Primer,ColourPop,Foundation,39.01,1.8,4418,UK,False
Magic Lip Gloss,RMS Beauty,Face Mask,112.55,1.7,9657,Italy,False
Perfect Primer,Sisley,Concealer,88.26,2.2,9619,South Korea,True
Perfect Powder,Natasha Denona,Face Oil,132.28,4.8,5280,South Korea,True
Perfect Contour,Clinique,Bronzer,61.35,4.1,1229,Italy,True
Ultra Cleanser,Sisley,Highlighter,108.24,4.8,1030,Germany,True
Divine Lip Liner,KVD Beauty,BB Cream,14.17,1.2,9434,Germany,True
Super Face Oil,Urban Decay,Contour,81.27,4.6,8307,Australia,False
Divine Lip Liner,Laura Mercier,Primer,38.56,3.7,4587,France,True
Ultra Moisturizer,Pat McGrath Labs,Serum,95.54,4.6,7510,USA,True
Ultra Setting Spray,KVD Beauty,Face Mask,84.71,1.3,2353,USA,True
Super BB Cream,Yves Saint Laurent,Bronzer,140.27,2.7,6181,Australia,True
Ultra Eye Shadow,NARS,Foundation,30.47,3.7,3732,Japan,True
Super Lipstick,Patrick Ta,Face Mask,85.05,3.5,3585,Japan,True
Perfect Eye Shadow,E.l.f.,Lip Liner,103.08,3.3,4225,USA,True
Magic Makeup Remover,Charlotte Tilbury,Blush,32.11,3.9,1583,USA,False
Magic Concealer,Perricone MD,Contour,28.75,4.0,5102,USA,False
Ultra Lip Liner,Danessa Myricks,Makeup Remover,98.2,4.4,522,UK,True
Divine Powder,Milk Makeup,Contour,110.83,2.0,9281,UK,False
Super Face Oil,Pat McGrath Labs,Bronzer,90.03,4.9,5304,Germany,True
Perfect Concealer,IT Cosmetics,Mascara,53.15,1.4,5007,South Korea,True
Magic Contour,Natasha Denona,Blush,42.57,2.8,4417,Germany,True
Magic Bronzer,Shiseido,Foundation,141.87,3.4,649,Australia,True
Magic Powder,Drunk Elephant,Bronzer,31.84,4.4,7469,France,False
Ultra Face Mask,Laura Mercier,Moisturizer,141.6,3.3,9657,France,True
Ultra Face Mask,Too Faced,Mascara,106.52,1.9,2238,UK,False
Divine Exfoliator,Hourglass,Contour,112.11,4.5,8432,Japan,False
Magic Primer,Becca,Lip Liner,89.03,2.4,5740,France,True
Magic BB Cream,Morphe,BB Cream,76.05,4.3,7062,Italy,True
Ultra Concealer,Farsali,Eye Shadow,134.12,1.2,6152,South Korea,True
Ultra Makeup Remover,Tatcha,Exfoliator,103.87,1.1,1644,France,False
Super Cleanser,Kiehl’s,Face Mask,16.08,4.6,4308,South Korea,True
Super Lip Liner,Bourjois,Exfoliator,43.36,1.5,283,Japan,True
Perfect CC Cream,Patrick Ta,Eyeliner,68.18,1.8,5927,UK,True
Magic Moisturizer,Bobby Brown,Mascara,117.8,1.4,2374,South Korea,True
Magic Foundation,RMS Beauty,Cleanser,89.92,3.1,1935,Italy,False
Ultra Lip Gloss,Clinique,Setting Spray,115.19,1.0,2166,South Korea,True
Super Serum,Bite Beauty,Cleanser,124.18,2.5,1840,France,False
Magic Serum,Charlotte Tilbury,Blush,68.32,1.6,7313,Australia,False
Divine Blush,Glossier,Lip Gloss,94.53,1.4,9474,France,True
Magic Highlighter,Kylie Cosmetics,Bronzer,115.29,2.0,8805,Italy,False
Perfect Blush,Ilia Beauty,Lip Gloss,98.57,1.5,5007,Japan,True
Magic Face Mask,KVD Beauty,Lipstick,30.53,4.7,1684,USA,True
Ultra Eyeliner,Glossier,Moisturizer,107.62,1.7,9300,France,True
Super Mascara,Huda Beauty,Makeup Remover,34.84,1.3,7000,Italy,True
Divine Moisturizer,Clinique,Cleanser,19.49,4.0,1318,South Korea,True
Ultra Lipstick,Tarte,Lip Gloss,54.75,2.7,1228,USA,False
Divine CC Cream,Natasha Denona,Cleanser,101.44,4.0,3892,USA,True
Ultra Face Mask,Yves Saint Laurent,Bronzer,43.31,1.4,8847,Japan,True
Super Blush,Clinique,Foundation,93.27,3.6,7588,Germany,True
Perfect Concealer,Danessa Myricks,Makeup Remover,141.36,3.2,8149,Australia,True
Perfect Contour,KVD Beauty,Face Mask,109.66,4.6,7507,South Korea,True
Super Cleanser,Tatcha,Makeup Remover,20.54,1.8,3506,Australia,False
Divine Makeup Remover,Bourjois,Eyeliner,107.74,1.2,3059,Australia,True
Divine Moisturizer,Tarte,Moisturizer,110.56,3.8,5194,Japan,False
Super Moisturizer,Urban Decay,Eyeliner,110.08,1.4,2286,South Korea,False
Ultra Eye Shadow,Natasha Denona,Cleanser,89.74,1.4,3642,Germany,True
Perfect BB Cream,IT Cosmetics,BB Cream,23.2,3.1,1780,France,True
Perfect Eyeliner,NARS,Exfoliator,133.98,4.5,9735,Germany,True
Magic CC Cream,Patrick Ta,CC Cream,75.49,4.1,1330,Germany,True
Ultra Bronzer,Kiehl’s,Makeup Remover,67.27,4.6,1347,Australia,True
Perfect Powder,Milk Makeup,Face Oil,72.79,3.0,4269,USA,False
Magic Lipstick,Fenty Beauty,Concealer,81.61,4.5,8431,USA,True
Magic Setting Spray,Urban Decay,Eye Shadow,129.5,2.3,3925,Italy,False
Magic Face Oil,E.l.f.,Face Mask,65.71,2.9,5272,UK,True
Ultra Concealer,Tatcha,Lip Liner,51.49,4.7,2025,Germany,False
Super Face Oil,Tarte,Setting Spray,96.86,4.0,8577,Japan,False
Perfect Serum,Farsali,Exfoliator,80.04,2.5,9937,UK,True
Perfect Foundation,Glossier,BB Cream,119.6,4.6,2284,Germany,True
Super Lip Liner,IT Cosmetics,Concealer,146.08,4.2,4782,Italy,True
Super Serum,Kiehl’s,Exfoliator,37.36,2.5,4639,Japan,True
Magic Face Mask,Urban Decay,Powder,146.5,3.6,3065,UK,False
Super Powder,Rare Beauty,Mascara,131.39,2.1,6119,Japan,True
Ultra Mascara,Kylie Cosmetics,BB Cream,109.29,4.7,5457,Italy,False
Divine Lip Gloss,Farsali,Moisturizer,86.37,1.4,2151,Australia,True
Magic Foundation,Charlotte Tilbury,Eyeliner,99.07,4.2,7562,Japan,False
Magic Contour,Patrick Ta,CC Cream,23.72,4.7,3713,Germany,True
Ultra Cleanser,IT Cosmetics,Makeup Remover,57.4,1.6,3690,France,True
Divine Concealer,Juvia’s Place,Foundation,36.63,4.7,3179,UK,True
Perfect Exfoliator,RMS Beauty,Setting Spray,76.67,4.7,2465,USA,False
Super Concealer,Bobby Brown,Cleanser,82.2,3.5,8078,USA,True
Super Exfoliator,Drunk Elephant,Lipstick,137.39,1.5,5771,Australia,False
Perfect Makeup Remover,Yves Saint Laurent,Bronzer,42.96,2.6,2445,France,True
Super Lip Gloss,Juvia’s Place,BB Cream,24.07,1.4,3137,South Korea,True
Divine Serum,Bobby Brown,Lip Gloss,96.55,2.8,1784,USA,True
Magic Highlighter,Clinique,Primer,17.41,1.0,5150,Italy,True
Super Makeup Remover,Laura Mercier,Contour,65.18,3.0,3568,Japan,True
Divine Powder,Urban Decay,Eyeliner,14.18,1.9,9571,Japan,False
Magic Moisturizer,Bobby Brown,Bronzer,146.88,2.5,6130,France,True
Super Lip Gloss,Fenty Beauty,Exfoliator,73.1,1.5,3978,UK,True
Divine Foundation,E.l.f.,Primer,112.87,3.4,5841,UK,True
Ultra Eyeliner,Fenty Beauty,Highlighter,103.93,1.5,6801,UK,True
Super Lipstick,Anastasia Beverly Hills,Face Oil,145.82,4.6,8192,South Korea,False
Magic Concealer,Clinique,Setting Spray,72.99,3.4,5236,South Korea,True
Ultra Serum,Tatcha,Powder,148.58,1.6,6372,South Korea,False
Ultra Eye Shadow,E.l.f.,Cleanser,119.58,1.4,593,Italy,True
Perfect Highlighter,Natasha Denona,Powder,28.56,3.5,5718,USA,True
Perfect Exfoliator,Clinique,Moisturizer,59.27,4.6,8522,Italy,True
Super Makeup Remover,Glossier,Concealer,30.38,4.1,6690,Italy,True
Perfect Face Oil,Patrick Ta,Cleanser,144.82,3.7,7590,Italy,True
Magic Face Mask,Sisley,Mascara,148.33,1.3,2890,South Korea,True
Magic Cleanser,Urban Decay,Eye Shadow,13.82,3.4,8973,USA,False
Magic Serum,Rare Beauty,Lip Gloss,123.68,2.6,7674,Italy,True
Ultra Blush,Bourjois,Eye Shadow,60.44,4.8,3436,Japan,True
Perfect Lip Liner,Anastasia Beverly Hills,Powder,117.54,3.7,5512,Japan,False
Magic Eye Shadow,Glossier,Serum,90.35,4.7,5438,South Korea,True
Perfect Setting Spray,Bite Beauty,Face Mask,61.52,3.0,1376,UK,False
Perfect Mascara,Bourjois,Exfoliator,145.24,4.7,2867,UK,True
Super Highlighter,Make Up For Ever,Eye Shadow,92.6,2.7,3878,Japan,True
Perfect Lipstick,Yves Saint Laurent,Face Mask,126.91,4.1,684,Italy,True
Perfect BB Cream,Drunk Elephant,Exfoliator,106.52,3.5,1817,USA,False
Perfect Mascara,Patrick Ta,Highlighter,105.97,1.3,5236,Australia,True
Ultra Primer,Charlotte Tilbury,Blush,47.45,2.5,935,South Korea,False
